,City,Date,no2,o3,pm10,pm25,humidity,pressure,temperature,TotalCases,Population
2352,Edinburgh,29/04/2020,3.8,26.0,9.0,21.0,78.3,999.9,7.0,1907.0,524930.0
2353,Glasgow,29/04/2020,6.9,19.1,8.0,21.0,85.5,1001.0,7.0,2672.0,633120.0
2354,Leeds,29/04/2020,8.0,21.8,10.0,27.0,90.1,999.4,7.5,1435.0,793139.0
2355,Leicester,29/04/2020,4.1,24.8,5.0,17.0,74.7,1000.2,7.5,673.0,354224.0
2356,Liverpool,29/04/2020,4.1,25.2,8.0,21.0,66.0,996.4,9.0,1430.0,498042.0
2357,London,29/04/2020,7.1,19.3,12.0,29.0,82.8,1001.6,10.6,24742.0,8961989.0
2359,Manchester,29/04/2020,8.7,19.7,9.0,17.0,86.8,999.3,8.0,1175.0,552858.0
2360,Newport,29/04/2020,3.7,17.9,10.0,25.0,97.0,995.4,8.4,2122.0,154676.0
2362,Plymouth,29/04/2020,2.0,19.4,16.0,29.0,89.0,1000.1,8.5,289.0,262100.0
2364,Reading,29/04/2020,3.4,24.1,10.0,9.0,80.2,999.1,10.6,499.0,161780.0
2365,Sheffield,29/04/2020,8.4,21.0,8.0,35.0,93.3,995.0,6.7,2183.0,584853.0
2366,Southend-on-Sea,29/04/2020,3.2,26.6,9.0,26.0,87.0,1001.6,10.6,302.0,183125.0
2367,Swansea,29/04/2020,3.7,25.6,16.0,25.0,91.0,999.0,8.4,1585.0,246993.0
2368,Belfast,29/05/2020,11.5,30.5,21.0,46.0,46.0,1025.5,17.5,1299.0,340220.0
2369,Birmingham,29/05/2020,3.8,30.6,10.0,16.0,46.0,1028.2,17.0,3231.0,1141816.0
2371,Cardiff,29/05/2020,5.1,32.1,17.0,25.0,51.9,1027.0,18.1,2719.0,366903.0
2373,Edinburgh,29/05/2020,9.2,29.8,15.0,34.0,63.5,1026.6,19.5,2698.0,524930.0
2374,Glasgow,29/05/2020,7.8,26.9,12.0,25.0,52.1,1013.2,20.5,3939.0,633120.0
2375,Leeds,29/05/2020,8.8,29.3,17.0,24.0,10.0,1201.7,16.8,1832.0,793139.0
2376,Leicester,29/05/2020,1.1,27.1,7.0,15.0,56.0,1028.2,13.7,896.0,354224.0
2377,Liverpool,29/05/2020,3.2,32.7,13.0,21.0,49.0,1026.0,19.1,1627.0,498042.0
2378,London,29/05/2020,9.3,21.3,15.0,33.0,51.3,1027.8,16.2,26980.0,8961989.0
2379,Manchester,29/05/2020,7.4,25.2,14.0,19.0,45.0,1028.0,18.6,1578.0,552858.0
2380,Newport,29/05/2020,7.8,35.0,13.0,25.0,55.2,1024.0,17.0,2552.0,154676.0
2385,Sheffield,29/05/2020,6.2,27.5,10.0,19.0,48.0,1022.0,17.1,2540.0,584853.0
2387,Swansea,29/05/2020,4.2,38.1,17.0,30.0,49.5,1026.3,19.1,1868.0,246993.0
2390,Birmingham,30/03/2020,6.1,26.2,9.0,24.0,74.0,1036.9,2.2,934.0,1141816.0
2391,Bristol,30/03/2020,5.1,25.2,12.0,38.0,71.0,1037.7,3.3,133.0,463377.0
2392,Cardiff,30/03/2020,4.2,28.9,10.0,17.0,69.4,1037.2,3.2,467.0,366903.0
2393,Coventry,30/03/2020,4.7,29.1,9.0,22.0,77.3,1036.1,2.2,178.0,371521.0
2394,Edinburgh,30/03/2020,5.1,28.9,5.0,9.0,74.9,1039.1,5.5,208.0,524930.0
2395,Glasgow,30/03/2020,7.8,26.9,7.0,13.0,77.5,1040.5,6.0,449.0,633120.0
2396,Leeds,30/03/2020,3.0,32.5,13.0,18.0,70.6,1036.2,5.0,214.0,793139.0
2397,Leicester,30/03/2020,11.6,24.8,8.0,21.0,81.0,1036.4,1.1,107.0,354224.0
2398,Liverpool,30/03/2020,5.5,27.8,9.0,18.0,67.0,1036.1,7.0,306.0,498042.0
2399,London,30/03/2020,6.6,24.8,11.0,23.0,74.5,1035.4,4.0,9194.0,8961989.0
2401,Manchester,30/03/2020,8.3,24.1,14.0,21.0,72.1,1038.1,3.3,195.0,552858.0
2402,Newport,30/03/2020,5.5,29.3,10.0,25.0,72.7,1035.1,2.6,761.0,154676.0
2404,Plymouth,30/03/2020,2.6,29.1,8.0,23.0,65.3,1038.6,2.7,56.0,262100.0
2406,Reading,30/03/2020,7.7,26.0,10.0,9.0,63.3,1034.9,3.8,77.0,161780.0
2407,Sheffield,30/03/2020,5.1,31.6,10.0,23.0,72.2,1033.4,4.3,656.0,584853.0
2408,Southend-on-Sea,30/03/2020,2.8,26.6,10.0,26.0,71.6,1035.5,3.7,72.0,183125.0
2409,Swansea,30/03/2020,3.2,29.3,10.0,13.0,70.7,1040.2,2.7,224.0,246993.0
2411,Birmingham,30/04/2020,3.2,26.3,5.0,11.0,87.7,992.3,7.7,2749.0,1141816.0
2412,Bristol,30/04/2020,5.1,27.3,11.0,17.0,83.6,993.4,8.8,618.0,463377.0
2413,Cardiff,30/04/2020,3.7,28.2,8.0,17.0,82.7,992.8,8.6,2270.0,366903.0
2414,Coventry,30/04/2020,2.9,28.0,4.0,10.0,88.0,992.0,8.1,672.0,371521.0
2415,Edinburgh,30/04/2020,5.5,26.4,10.0,32.0,90.0,989.5,7.3,1980.0,524930.0
2416,Glasgow,30/04/2020,6.9,21.6,9.0,25.0,84.0,991.0,8.5,2759.0,633120.0
2417,Leeds,30/04/2020,6.6,26.1,7.0,17.0,82.2,989.3,8.1,1456.0,793139.0
2418,Leicester,30/04/2020,5.6,24.7,5.0,12.0,80.0,992.1,7.7,685.0,354224.0
2419,Liverpool,30/04/2020,2.1,28.5,6.0,10.0,67.3,988.8,9.0,1451.0,498042.0
2420,London,30/04/2020,6.8,21.9,10.0,22.0,86.3,995.2,9.1,24997.0,8961989.0
2421,Manchester,30/04/2020,5.5,22.9,9.0,14.0,80.0,990.1,8.3,1192.0,552858.0
2422,Newport,30/04/2020,2.3,29.7,9.0,17.0,93.0,990.1,8.3,2146.0,154676.0
2424,Plymouth,30/04/2020,1.8,30.0,10.0,20.0,89.0,995.8,8.3,291.0,262100.0
2426,Reading,30/04/2020,3.5,24.4,10.0,13.0,81.0,993.4,9.5,504.0,161780.0
2427,Sheffield,30/04/2020,5.1,25.4,6.0,13.0,86.6,983.6,7.5,2218.0,584853.0
2428,Southend-on-Sea,30/04/2020,2.3,27.8,9.0,18.0,90.8,995.8,9.7,307.0,183125.0
2429,Swansea,30/04/2020,3.2,29.3,16.0,25.0,85.2,993.8,8.8,1609.0,246993.0
2430,Belfast,30/05/2020,5.1,32.9,15.0,29.0,58.0,1023.0,16.5,1301.0,340220.0
2431,Birmingham,30/05/2020,3.0,31.1,13.0,28.0,54.0,1024.4,18.4,3231.0,1141816.0
2432,Bristol,30/05/2020,5.1,31.2,20.0,34.0,49.0,1023.0,17.8,704.0,463377.0
2433,Cardiff,30/05/2020,4.6,33.3,16.0,38.0,50.5,1022.6,17.2,2719.0,366903.0
2434,Coventry,30/05/2020,2.5,35.0,12.0,26.0,57.0,1023.4,18.5,807.0,371521.0
2435,Edinburgh,30/05/2020,6.0,25.5,10.0,21.0,62.2,1024.5,16.9,2706.0,524930.0
2436,Glasgow,30/05/2020,6.0,19.9,10.0,21.0,61.1,1025.0,18.0,3943.0,633120.0
2437,Leeds,30/05/2020,5.1,33.2,16.0,31.0,10.0,1198.9,19.4,1832.0,793139.0
2438,Leicester,30/05/2020,1.4,28.7,12.0,27.0,69.7,1024.4,16.6,896.0,354224.0
2439,Liverpool,30/05/2020,2.6,33.7,11.0,19.0,38.0,1022.0,19.3,1627.0,498042.0
2440,London,30/05/2020,7.5,24.4,16.0,37.0,61.0,1023.2,18.8,26989.0,8961989.0
2442,Manchester,30/05/2020,6.0,25.2,15.0,16.0,47.7,1024.7,18.2,1578.0,552858.0
2443,Newport,30/05/2020,5.8,30.1,15.0,25.0,54.5,1020.3,18.1,2552.0,154676.0
2445,Plymouth,30/05/2020,4.8,39.0,21.0,47.0,48.4,1021.0,19.5,358.0,262100.0
2447,Reading,30/05/2020,5.7,27.8,21.0,21.0,39.5,1023.1,19.8,586.0,161780.0
2448,Sheffield,30/05/2020,5.1,29.5,15.0,32.0,59.4,1018.0,16.2,2540.0,584853.0
2449,Southend-on-Sea,30/05/2020,3.8,21.8,17.0,45.0,57.5,1023.6,19.3,404.0,183125.0
2450,Swansea,30/05/2020,4.2,40.7,20.0,38.0,33.2,1022.4,21.8,1868.0,246993.0
2452,Belfast,31/03/2020,4.7,32.5,17.0,23.0,72.5,1036.5,7.0,166.0,340220.0
2453,Birmingham,31/03/2020,3.8,29.6,11.0,25.0,70.3,1032.9,5.8,1065.0,1141816.0
2454,Bristol,31/03/2020,5.1,26.5,14.0,30.0,68.2,1032.6,6.3,151.0,463377.0
2455,Cardiff,31/03/2020,3.2,30.2,11.0,21.0,67.5,1031.6,7.0,540.0,366903.0
2456,Coventry,31/03/2020,3.5,31.3,10.0,23.0,71.4,1031.9,6.8,207.0,371521.0
2457,Edinburgh,31/03/2020,6.1,26.9,5.0,10.0,70.0,1033.8,7.5,269.0,524930.0
2458,Glasgow,31/03/2020,7.4,28.1,7.0,13.0,75.0,1036.4,7.2,547.0,633120.0
2459,Leeds,31/03/2020,7.8,29.0,8.0,19.0,78.8,1032.8,6.3,238.0,793139.0
2460,Leicester,31/03/2020,10.1,25.3,10.0,25.0,72.7,1033.1,5.5,134.0,354224.0
2461,Liverpool,31/03/2020,5.6,28.1,8.0,17.0,68.0,1032.5,7.1,347.0,498042.0
2462,London,31/03/2020,8.5,25.4,14.0,30.0,68.5,1031.0,6.0,10108.0,8961989.0
2464,Manchester,31/03/2020,7.8,24.0,12.0,17.0,76.4,1034.1,7.2,228.0,552858.0
2465,Newport,31/03/2020,6.4,32.1,10.0,24.0,72.5,1030.3,6.1,834.0,154676.0
2467,Plymouth,31/03/2020,2.8,29.4,10.0,28.0,65.5,1031.3,6.5,58.0,262100.0
2469,Reading,31/03/2020,7.5,26.6,14.0,13.0,58.8,1030.5,7.3,82.0,161780.0
2470,Sheffield,31/03/2020,8.0,27.0,11.0,25.0,79.3,1027.7,5.6,766.0,584853.0
2471,Southend-on-Sea,31/03/2020,2.5,30.3,11.0,28.0,62.8,1031.1,7.4,87.0,183125.0
2472,Swansea,31/03/2020,2.8,32.9,11.0,17.0,65.0,1033.8,6.6,255.0,246993.0
