No,No1,City,Date,no2,o3,pm10,pm25,humidity,pressure,temperature,TotalCases,Population,daily_growth_rt_percent,daily_growth_abs_num,daily_growth_rt_by_popu_percent
241,207,Cardiff,03/04/2020,4.6,23.2,11,21,81,1017.8,7.2,810,366903,110.50,100.00,94.98
242,289,Cardiff,04/04/2020,4.6,28.1,15,34,72,1016.8,10.1,872,366903,107.65,100.00,97.42
243,372,Cardiff,05/04/2020,3.7,28.9,16,42,68.4,1009.7,12,920,366903,105.50,100.00,98.00
244,455,Cardiff,06/04/2020,2.8,29.7,17,25,75.6,1013.4,11.2,1024,366903,111.30,100.00,105.50
245,538,Cardiff,07/04/2020,6.4,19.1,16,32,66.6,1027.5,12.4,1121,366903,109.47,100.00,98.35
246,620,Cardiff,08/04/2020,8.7,20.4,18,42,65.3,1023.7,14.5,1199,366903,106.96,100.00,97.70
247,701,Cardiff,09/04/2020,7.8,24.4,31,74,68.5,1022.9,15.4,1304,366903,108.76,100.00,101.68
248,783,Cardiff,10/04/2020,6.9,31.7,31,74,65,1023,15.1,1368,366903,104.91,100.00,96.46
249,864,Cardiff,11/04/2020,7.4,29.5,33,85,58.6,1020.9,18.5,1420,366903,103.80,100.00,98.94
250,945,Cardiff,12/04/2020,4.6,29.7,26,78,65.1,1011.7,16.3,1476,366903,103.94,100.00,100.14
251,1028,Cardiff,13/04/2020,1.9,30.9,15,30,70.2,1020.7,8.5,1534,366903,103.93,100.00,99.99
252,1110,Cardiff,14/04/2020,4.2,31.1,16,30,67.3,1028.6,7.2,1612,366903,105.08,100.00,101.11
253,1192,Cardiff,15/04/2020,6.4,32.2,21,53,67.7,1022.3,9.3,1676,366903,103.97,100.00,98.94
254,1274,Cardiff,16/04/2020,7.8,25.3,28,68,60.9,1014.9,11.5,1738,366903,103.70,100.00,99.74
255,1357,Cardiff,17/04/2020,5.6,22,22,61,84,1014.5,10.3,1789,366903,102.93,100.00,99.26
256,1440,Cardiff,18/04/2020,3.2,21.6,9,21,89.1,1017.2,7.7,1833,366903,102.46,100.00,99.54
257,1523,Cardiff,19/04/2020,2.8,23.1,18,50,71.5,1019.5,10.9,1877,366903,102.40,100.00,99.94
258,1606,Cardiff,20/04/2020,2.8,30.5,17,34,66.8,1016.9,10.1,1933,366903,102.98,100.00,100.57
259,1689,Cardiff,21/04/2020,3.2,31.7,20,38,64.5,1015.8,13,1982,366903,102.53,100.00,99.56
260,1772,Cardiff,22/04/2020,3.7,31.7,27,53,68.1,1018.9,13.6,2027,366903,102.27,100.00,99.74
261,1855,Cardiff,23/04/2020,4.6,32.5,29,59,68.1,1019.8,13,2066,366903,101.92,100.00,99.66
262,1938,Cardiff,24/04/2020,6.4,37.4,30,65,67.8,1015.4,14.3,2105,366903,101.89,100.00,99.96
263,2021,Cardiff,25/04/2020,5.5,32.1,26,65,70.4,1013.5,12.7,2140,366903,101.66,100.00,99.78
264,2104,Cardiff,26/04/2020,4.2,32.9,23,59,70.9,1011.4,13.4,2161,366903,100.98,100.00,99.33
265,2186,Cardiff,27/04/2020,4.6,28.9,21,57,69.6,1006.9,12.6,2184,366903,101.06,100.00,100.08
266,2268,Cardiff,28/04/2020,5.1,22,10,34,90.8,1003.7,8.3,2213,366903,101.33,100.00,100.26
267,2350,Cardiff,29/04/2020,4.2,24,12,27,91.6,997.8,8.7,2232,366903,100.86,100.00,99.54
268,2413,Cardiff,30/04/2020,3.7,28.2,8,17,82.7,992.8,8.6,2270,366903,101.70,100.00,100.84
269,64,Cardiff,01/05/2020,3.7,30.1,11,25,83.3,998,9.4,2299,366903,101.28,100.00,99.58
270,146,Cardiff,02/05/2020,4.2,26,8,17,72.7,1011.1,11.6,2325,366903,101.13,100.00,99.86
271,228,Cardiff,03/05/2020,4.6,26,12,30,86.9,1014.5,10.5,2339,366903,100.60,100.00,99.48
272,310,Cardiff,04/05/2020,5.1,22.5,17,50,70.5,1017.5,14.1,2350,366903,100.47,100.00,99.87
273,393,Cardiff,05/05/2020,3.7,29.7,13,30,70.1,1018.7,10.8,2363,366903,100.55,100.00,100.08
274,476,Cardiff,06/05/2020,4.6,30.9,17,38,64.3,1023.7,11.7,2377,366903,100.59,100.00,100.04
275,559,Cardiff,07/05/2020,8.6,30.9,21,63,75.6,1022.2,12.4,2399,366903,100.93,100.00,100.33
276,641,Cardiff,08/05/2020,6.9,30.3,19,61,74.5,1017.4,16.4,2410,366903,100.46,100.00,99.54
277,722,Cardiff,09/05/2020,5.5,24.8,17,50,69.5,1012.4,18.2,2421,366903,100.46,100.00,100.00
278,804,Cardiff,10/05/2020,2.8,28.1,13,21,76,1010,13.2,2435,366903,100.58,100.00,100.12
279,885,Cardiff,11/05/2020,2.8,26,12,17,63.5,1020.7,7,2452,366903,100.70,100.00,100.12
280,966,Cardiff,12/05/2020,6,24.8,11,21,64.5,1020.5,9.7,2467,366903,100.61,100.00,99.91
281,1049,Cardiff,13/05/2020,4.6,26.7,10,17,71,1017,8.2,2479,366903,100.49,100.00,99.88
282,1131,Cardiff,14/05/2020,4.6,26,10,21,61.2,1023,8.8,2490,366903,100.44,100.00,99.96
283,1213,Cardiff,15/05/2020,5.1,29.7,9,17,67.5,1024.8,11.1,2510,366903,100.80,100.00,100.36
284,1295,Cardiff,16/05/2020,3.2,29.7,10,17,65.5,1024.5,11.7,2524,366903,100.56,100.00,99.76
285,1378,Cardiff,17/05/2020,2.3,28.1,12,21,76.4,1024,12.7,2534,366903,100.40,100.00,99.84
286,1461,Cardiff,18/05/2020,2.3,30.9,12,21,78.5,1024.1,12.2,2548,366903,100.55,100.00,100.16
287,1544,Cardiff,19/05/2020,2.8,23.9,10,17,82.7,1023.8,13.2,2573,366903,100.98,100.00,100.43
288,1627,Cardiff,20/05/2020,4.6,19.9,12,30,67,1021.4,16.3,2590,366903,100.66,100.00,99.68
289,1710,Cardiff,21/05/2020,5.1,29.7,14,38,70.4,1018.5,17,2604,366903,100.54,100.00,99.88
290,1793,Cardiff,22/05/2020,1.9,26,27,42,75.7,1015.1,13.6,2621,366903,100.65,100.00,100.11
291,1876,Cardiff,23/05/2020,1,26.9,21,34,77.2,1022,12.2,2643,366903,100.84,100.00,100.19
292,1959,Cardiff,24/05/2020,1,26.9,20,34,81.1,1031.6,12.9,2656,366903,100.49,100.00,99.66
293,2042,Cardiff,25/05/2020,2.8,22.4,12,21,63.4,1034.9,14.5,2674,366903,100.68,100.00,100.18
294,2124,Cardiff,26/05/2020,3.7,21.6,13,21,70,1035.5,18.3,2683,366903,100.34,100.00,99.66
295,2207,Cardiff,27/05/2020,4.6,25.2,12,30,57.7,1035.4,18.8,2700,366903,100.63,100.00,100.30
296,2289,Cardiff,28/05/2020,4.2,32.9,16,34,58.3,1032.8,18.7,2719,366903,100.70,100.00,100.07
297,2371,Cardiff,29/05/2020,5.1,32.1,17,25,51.9,1027,18.1,2719,366903,100.00,100.00,99.30
298,2433,Cardiff,30/05/2020,4.6,33.3,16,38,50.5,1022.6,17.2,2719,366903,100.00,100.00,100.00
299,353,Coventry,05/03/2020,8.7,24.2,12,41,91,997,3.8,1,371521,0.00,0.00,0.00
300,436,Coventry,06/03/2020,19.8,14.2,17,52,85.4,1005.3,3.3,2,371521,200.00,1.00,53.83
301,601,Coventry,08/03/2020,2.8,33.1,7,17,81,1002,9.1,3,371521,150.00,1.00,40.37
302,845,Coventry,11/03/2020,3.2,30.1,8,18,79.2,1007.2,9,5,371521,166.67,2.00,44.86
303,926,Coventry,12/03/2020,3.2,28.5,9,18,73.8,1006.7,5.5,7,371521,140.00,2.00,37.68
304,1255,Coventry,16/03/2020,7.7,26,10,23,77.7,1020.7,6.4,13,371521,185.71,6.00,49.99
305,1337,Coventry,17/03/2020,3.7,27.1,6,15,85,1023.5,8.8,17,371521,130.77,4.00,35.20
306,1420,Coventry,18/03/2020,6.9,25.3,3,7,94,1022.8,7.7,21,371521,123.53,4.00,33.25
307,1503,Coventry,19/03/2020,7,27.4,7,18,93,1026.5,5.1,26,371521,123.81,5.00,33.33
308,1586,Coventry,20/03/2020,4.4,26.5,8,19,85.6,1029,4.8,27,371521,103.85,1.00,27.95
309,1669,Coventry,21/03/2020,2.8,28.6,9,20,72.8,1026.3,4.2,36,371521,133.33,9.00,35.89
310,1752,Coventry,22/03/2020,4,26,14,39,73,1026.4,4.7,42,371521,116.67,6.00,31.40
311,1835,Coventry,23/03/2020,8.5,21.3,16,46,62.9,1025,5.4,53,371521,126.19,11.00,33.97
312,1918,Coventry,24/03/2020,9.1,24.8,26,64,64.5,1023.4,8.8,72,371521,135.85,19.00,36.57
313,2001,Coventry,25/03/2020,8.1,28.7,23,62,59.3,1023,6.2,88,371521,122.22,16.00,32.90
314,2084,Coventry,26/03/2020,7.7,33.5,32,78,62.1,1023.2,5.2,107,371521,121.59,19.00,32.73
315,2166,Coventry,27/03/2020,5.5,38.9,38,89,75.1,1024.8,5,120,371521,112.15,13.00,30.19
316,2248,Coventry,28/03/2020,2.7,35.8,12,26,72.3,1030.5,5.7,138,371521,115.00,18.00,30.95
317,2330,Coventry,29/03/2020,2,33.7,11,24,63.8,1039.3,4.4,155,371521,112.32,17.00,30.23
318,2393,Coventry,30/03/2020,4.7,29.1,9,22,77.3,1036.1,2.2,178,371521,114.84,23.00,30.91
319,2456,Coventry,31/03/2020,3.5,31.3,10,23,71.4,1031.9,6.8,207,371521,116.29,29.00,31.30
320,44,Coventry,01/04/2020,5.6,30,9,23,73,1023,6.3,234,371521,113.04,27.00,30.43
321,126,Coventry,02/04/2020,3.5,32,8,21,73.8,1014.2,9.4,254,371521,108.55,20.00,29.22
322,208,Coventry,03/04/2020,4.9,28.8,12,32,75.6,1016.6,7,277,371521,109.06,23.00,29.35
323,290,Coventry,04/04/2020,5.4,23.3,12,37,79.4,1017.7,7.3,295,371521,106.50,18.00,28.67
324,373,Coventry,05/04/2020,2.8,38.4,12,31,52,1010.4,15,305,371521,103.39,10.00,27.83
325,456,Coventry,06/04/2020,2.7,33.4,10,24,68,1015,13.3,330,371521,108.20,25.00,29.12
326,539,Coventry,07/04/2020,7.6,24.9,13,36,69,1027.4,10.7,352,371521,106.67,22.00,28.71
327,621,Coventry,08/04/2020,8.1,31.3,16,41,75.3,1024.3,12.7,362,371521,102.84,10.00,27.68
328,702,Coventry,09/04/2020,4.9,32.1,29,67,72.3,1024,12.9,387,371521,106.91,25.00,28.78
329,784,Coventry,10/04/2020,4.7,33,25,66,62,1023.9,15.1,402,371521,103.88,15.00,27.96
330,865,Coventry,11/04/2020,4.6,42,26,68,60,1021.7,16.9,417,371521,103.73,15.00,27.92
331,946,Coventry,12/04/2020,3,29.5,17,53,70,1013.9,12.7,438,371521,105.04,21.00,28.27
332,1029,Coventry,13/04/2020,1.5,33.7,13,31,67.8,1027.2,7.7,456,371521,104.11,18.00,28.02
333,1111,Coventry,14/04/2020,3.2,33.1,13,29,68.6,1028.4,5.8,468,371521,102.63,12.00,27.62
334,1193,Coventry,15/04/2020,5.1,31,17,48,60.5,1022.3,9.4,490,371521,104.70,22.00,28.18
335,1275,Coventry,16/04/2020,5.8,39.2,36,83,58.5,1015,12.7,506,371521,103.27,16.00,27.80
336,1358,Coventry,17/04/2020,2.7,30.8,13,32,76,1016.6,10.2,526,371521,103.95,20.00,27.98
337,1441,Coventry,18/04/2020,3.4,27.6,11,27,90.1,1017.6,6.3,538,371521,102.28,12.00,27.53
338,1524,Coventry,19/04/2020,2.8,34,12,29,70.5,1020.7,8.4,543,371521,100.93,5.00,27.17
339,1607,Coventry,20/04/2020,2.7,32.5,15,32,63.6,1019,9.7,568,371521,104.60,25.00,28.16
340,1690,Coventry,21/04/2020,2.9,35.1,19,41,71,1018.8,11.1,591,371521,104.05,23.00,28.01
341,1773,Coventry,22/04/2020,3.1,36.8,24,51,71.9,1021.3,10,601,371521,101.69,10.00,27.37
342,1856,Coventry,23/04/2020,4.1,33.4,21,49,71,1021.4,11.9,621,371521,103.33,20.00,27.81
343,1939,Coventry,24/04/2020,3.9,35.8,19,48,63,1017,12,630,371521,101.45,9.00,27.31
344,2022,Coventry,25/04/2020,3,27.9,15,52,77.5,1015.6,7.5,645,371521,102.38,15.00,27.56
345,2105,Coventry,26/04/2020,3.6,37.7,19,57,74.5,1012,12.5,647,371521,100.31,2.00,27.00
346,2187,Coventry,27/04/2020,3.6,29.8,12,28,66.3,1007,12.2,651,371521,100.62,4.00,27.08
347,2269,Coventry,28/04/2020,3.5,28.3,4,13,93.1,1004.2,7.2,655,371521,100.61,4.00,27.08
348,2351,Coventry,29/04/2020,3.6,27.7,6,19,90.2,999,9.2,666,371521,101.68,11.00,27.37
349,2414,Coventry,30/04/2020,2.9,28,4,10,88,992,8.1,672,371521,100.90,6.00,27.16
350,65,Coventry,01/05/2020,3,26.3,6,14,81.3,997.1,8.9,692,371521,102.98,20.00,27.72
351,147,Coventry,02/05/2020,2.5,30.8,5,13,76.3,1010,9.7,706,371521,102.02,14.00,27.46
352,229,Coventry,03/05/2020,4.4,24.7,10,34,78.3,1014.9,11.1,718,371521,101.70,12.00,27.37
353,311,Coventry,04/05/2020,4.9,29.8,17,58,79.3,1019.1,10.8,722,371521,100.56,4.00,27.07
354,394,Coventry,05/05/2020,2.3,34,9,24,66.5,1020.5,9.6,736,371521,101.94,14.00,27.44
355,477,Coventry,06/05/2020,3.4,35.6,12,29,67.6,1024.4,10,741,371521,100.68,5.00,27.10
356,560,Coventry,07/05/2020,5,35.5,15,48,71.5,1021.7,14.8,746,371521,100.67,5.00,27.10
357,642,Coventry,08/05/2020,3.8,34.6,14,43,81,1017.1,15.9,759,371521,101.74,13.00,27.39
358,723,Coventry,09/05/2020,5,37,17,52,71.6,1012.6,17.2,763,371521,100.53,4.00,27.06
359,805,Coventry,10/05/2020,1.7,29.6,12,26,80,1011.6,10,768,371521,100.66,5.00,27.09
360,886,Coventry,11/05/2020,2.1,29.1,10,19,62.5,1020.9,6.5,769,371521,100.13,1.00,26.95
361,967,Coventry,12/05/2020,4.2,29.6,9,22,64.5,1020,10.6,775,371521,100.78,6.00,27.13
362,1050,Coventry,13/05/2020,2.9,30.4,9,18,53.5,1017.6,9.8,778,371521,100.39,3.00,27.02
363,1132,Coventry,14/05/2020,3.3,30.3,9,20,48.5,1022,11.1,780,371521,100.26,2.00,26.99
364,1214,Coventry,15/05/2020,3.6,29.9,9,22,65.5,1023.8,10.5,782,371521,100.26,2.00,26.99
365,1296,Coventry,16/05/2020,3.6,27.2,7,18,67,1023.5,11.5,783,371521,100.13,1.00,26.95
366,1379,Coventry,17/05/2020,2.1,27.1,8,21,68.6,1022.7,12.7,784,371521,100.13,1.00,26.95
367,1462,Coventry,18/05/2020,1.8,29.1,9,21,70.6,1022,15.1,786,371521,100.26,2.00,26.99
368,1545,Coventry,19/05/2020,2.1,25.4,7,17,68,1022,17,792,371521,100.76,6.00,27.12
369,1628,Coventry,20/05/2020,4.9,30.8,11,28,57.7,1020.5,17.9,794,371521,100.25,2.00,26.98
370,1711,Coventry,21/05/2020,3.2,38.7,9,22,61,1018.1,18.6,800,371521,100.76,6.00,27.12
371,1794,Coventry,22/05/2020,1.4,31.1,20,41,57.6,1012.8,16.1,803,371521,100.38,3.00,27.02
372,1877,Coventry,23/05/2020,0.9,28.7,12,25,71,1018.6,12.6,806,371521,100.37,3.00,27.02
373,2043,Coventry,25/05/2020,2.5,28.7,7,18,58.3,1033.4,16.6,807,371521,100.12,1.00,26.95
374,2434,Coventry,30/05/2020,2.5,35,12,26,57,1023.4,18.5,807,371521,100.00,0.00,26.92
375,683,Edinburgh,09/03/2020,6,28.5,6,13,86,998.8,6.2,5,371522,0.00,0.00,0.00
376,765,Edinburgh,10/03/2020,5.5,29,9,21,85.7,989.1,7.5,7,371523,140.00,2.00,37.68
377,846,Edinburgh,11/03/2020,5.5,30.9,8,17,81.5,995,5,8,371524,114.29,1.00,30.76
378,927,Edinburgh,12/03/2020,4.6,28.1,4,9,88.5,992.4,3.3,11,371525,137.50,3.00,37.01
379,1009,Edinburgh,13/03/2020,6.4,29.5,16,30,78.6,1015.6,3.8,19,371526,172.73,8.00,46.49
380,1092,Edinburgh,14/03/2020,3.7,28.1,8,17,83.3,1003.6,6.9,25,524930,131.58,6.00,25.07
381,1174,Edinburgh,15/03/2020,3.2,30.4,5,12,79.4,993.5,6.8,28,524930,112.00,3.00,21.34
382,1256,Edinburgh,16/03/2020,5.1,28.5,6,13,83.2,1012.2,6.6,29,524930,103.57,1.00,19.73
383,1338,Edinburgh,17/03/2020,6.4,26.5,8,21,80.6,1013.8,7.7,30,524930,103.45,1.00,19.71
384,1421,Edinburgh,18/03/2020,6.9,28.1,8,17,79.7,1019.9,4.5,33,524930,110.00,3.00,20.96
385,1504,Edinburgh,19/03/2020,11.5,23.6,10,21,76.6,1027.6,5,35,524930,106.06,2.00,20.20
386,1587,Edinburgh,20/03/2020,10.1,26,9,17,78,1035.1,3.8,40,524930,114.29,5.00,21.77
387,1670,Edinburgh,21/03/2020,3.7,28.8,10,17,72,1030.7,3.8,44,524930,110.00,4.00,20.96
388,1753,Edinburgh,22/03/2020,6.4,26.4,17,50,72.6,1028,4,46,524930,104.55,2.00,19.92
389,1836,Edinburgh,23/03/2020,8.3,25.9,18,53,57.5,1021.2,8.3,59,524930,128.26,13.00,24.43
390,1919,Edinburgh,24/03/2020,4.6,28.9,20,57,66.4,1015.7,9.4,70,524930,118.64,11.00,22.60
391,2002,Edinburgh,25/03/2020,7.4,28.9,14,38,78,1020.3,9.5,88,524930,125.71,18.00,23.95
392,2085,Edinburgh,26/03/2020,4.2,26,5,13,95.7,1026.6,6.6,111,524930,126.14,23.00,24.03
393,2167,Edinburgh,27/03/2020,5.1,29.7,4,9,97,1030.4,6,139,524930,125.23,28.00,23.86
394,2249,Edinburgh,28/03/2020,4.2,29.7,10,21,74.2,1038.9,3.8,151,524930,108.63,12.00,20.69
395,2331,Edinburgh,29/03/2020,2.8,31.3,9,17,59.5,1046.2,4.3,188,524930,124.50,37.00,23.72
396,2394,Edinburgh,30/03/2020,5.1,28.9,5,9,74.9,1039.1,5.5,208,524930,110.64,20.00,21.08
397,2457,Edinburgh,31/03/2020,6.1,26.9,5,10,70,1033.8,7.5,269,524930,129.33,61.00,24.64
398,45,Edinburgh,01/04/2020,3.7,28.7,6,13,77,1019.8,7.5,311,524930,115.61,42.00,22.02
399,127,Edinburgh,02/04/2020,2.8,32.1,7,13,67.2,1008.5,7.3,356,524930,114.47,45.00,21.81
400,209,Edinburgh,03/04/2020,5.5,28.3,7,13,78.4,1012.1,5.5,408,524930,114.61,52.00,21.83
401,291,Edinburgh,04/04/2020,2.8,31.6,7,17,73,1013.4,8.3,476,524930,116.67,68.00,22.23
402,374,Edinburgh,05/04/2020,2.8,34.5,11,30,59.2,1007.8,12.9,534,524930,112.18,58.00,21.37
403,457,Edinburgh,06/04/2020,2.8,27.3,10,21,65.1,1008.3,11.1,577,524930,108.05,43.00,20.58
404,540,Edinburgh,07/04/2020,3.2,28.5,10,22,65.4,1024.9,8.4,621,524930,107.63,44.00,20.50
405,622,Edinburgh,08/04/2020,3.7,30.8,10,19,68.8,1023,10.4,700,524930,112.72,79.00,21.47
406,703,Edinburgh,09/04/2020,4.2,26.6,11,25,85.5,1026.8,7.4,747,524930,106.71,47.00,20.33
407,785,Edinburgh,10/04/2020,7.8,18.9,18,50,89.7,1023.2,8.8,799,524930,106.96,52.00,20.38
408,866,Edinburgh,11/04/2020,3.7,28.9,6,13,76.7,1018.2,12.2,856,524930,107.13,57.00,20.41
409,947,Edinburgh,12/04/2020,2.8,32.5,12,26,75,1016.1,9,915,524930,106.89,59.00,20.36
410,1030,Edinburgh,13/04/2020,3.7,34.3,14,30,58,1031,5,932,524930,101.86,17.00,19.40
411,1112,Edinburgh,14/04/2020,4.2,30.9,14,34,67.7,1025.6,6.9,989,524930,106.12,57.00,20.22
412,1194,Edinburgh,15/04/2020,4.6,28.8,11,30,74,1020,8.6,1040,524930,105.16,51.00,20.03
413,1276,Edinburgh,16/04/2020,3.7,29.8,10,25,81.3,1020,7.2,1107,524930,106.44,67.00,20.28
414,1359,Edinburgh,17/04/2020,2.8,32.5,12,26,78.5,1022,7.2,1172,524930,105.87,65.00,20.17
415,1442,Edinburgh,18/04/2020,2.3,34.6,12,25,71.7,1022.2,5.8,1239,524930,105.72,67.00,20.14
416,1525,Edinburgh,19/04/2020,3.2,32.5,11,25,77,1025,7.4,1344,524930,108.47,105.00,20.66
417,1608,Edinburgh,20/04/2020,3.2,32.9,11,21,81.1,1027.1,7.5,1399,524930,104.09,55.00,19.83
418,1691,Edinburgh,21/04/2020,3.2,32.7,12,25,80.5,1027.5,8.1,1426,524930,101.93,27.00,19.42
419,1774,Edinburgh,22/04/2020,3.4,31.7,15,31,86.5,1027.9,8.5,1515,524930,106.24,89.00,20.24
420,1857,Edinburgh,23/04/2020,5.1,31.7,13,31,81.2,1024.5,8.3,1604,524930,105.87,89.00,20.17
421,1940,Edinburgh,24/04/2020,7.4,31.7,14,38,85,1017.3,7.5,1684,524930,104.99,80.00,20.00
422,2023,Edinburgh,25/04/2020,5.5,32.2,18,57,85.2,1014.4,7.8,1730,524930,102.73,46.00,19.57
423,2106,Edinburgh,26/04/2020,3.2,30.4,6,9,66.2,1008.7,9.1,1785,524930,103.18,55.00,19.66
424,2188,Edinburgh,27/04/2020,3.7,31.7,6,9,70.4,1008.4,7.5,1804,524930,101.06,19.00,19.25
425,2270,Edinburgh,28/04/2020,3.2,28.4,8,17,72.5,1007.2,7.7,1832,524930,101.55,28.00,19.35
426,2352,Edinburgh,29/04/2020,3.8,26,9,21,78.3,999.9,7,1907,524930,104.09,75.00,19.83
427,2415,Edinburgh,30/04/2020,5.5,26.4,10,32,90,989.5,7.3,1980,524930,103.83,73.00,19.78
428,66,Edinburgh,01/05/2020,5.5,28.5,9,25,83.4,994.8,8.7,2014,524930,101.72,34.00,19.38
429,148,Edinburgh,02/05/2020,3.2,30.5,5,13,69.2,1007.8,10,2065,524930,102.53,51.00,19.53
430,230,Edinburgh,03/05/2020,1.9,27.9,10,25,79.7,1016.4,9,2089,524930,101.16,24.00,19.27
431,312,Edinburgh,04/05/2020,2.8,30.5,7,17,86.5,1023.8,7.7,2113,524930,101.15,24.00,19.27
432,395,Edinburgh,05/05/2020,5.1,30.1,7,13,73.1,1025,8.7,2149,524930,101.70,36.00,19.37
433,478,Edinburgh,06/05/2020,6.9,29.7,9,21,61.5,1025.1,11.4,2200,524930,102.37,51.00,19.50
434,561,Edinburgh,07/05/2020,6.4,36.2,11,30,61.5,1019.7,13.8,2241,524930,101.86,41.00,19.41
435,643,Edinburgh,08/05/2020,4.6,26.9,8,17,72.7,1016,13.6,2274,524930,101.47,33.00,19.33
436,724,Edinburgh,09/05/2020,4.6,24.4,6,13,75.3,1013.5,14.3,2324,524930,102.20,50.00,19.47
437,806,Edinburgh,10/05/2020,2.3,27.3,8,13,66.4,1021.1,5.6,2359,524930,101.51,35.00,19.34
438,887,Edinburgh,11/05/2020,4.2,29.3,6,13,52.6,1026,6.9,2380,524930,100.89,21.00,19.22
439,968,Edinburgh,12/05/2020,3.2,27.9,6,13,73.5,1018.7,6.1,2397,524930,100.71,17.00,19.19
440,1051,Edinburgh,13/05/2020,4.6,25,6,12,58.5,1021.6,6.1,2428,524930,101.29,31.00,19.30
441,1133,Edinburgh,14/05/2020,4.2,28.5,5,11,60.6,1022.2,9.5,2459,524930,101.28,31.00,19.29
442,1215,Edinburgh,15/05/2020,3.5,30.2,6,13,64,1021.8,10,2497,524930,101.55,38.00,19.34
443,1297,Edinburgh,16/05/2020,2.8,28.5,6,13,71,1019.7,10.9,2539,524930,101.68,42.00,19.37
444,1380,Edinburgh,17/05/2020,1.4,26.4,5,9,81.7,1017,11.8,2561,524930,100.87,22.00,19.22
445,1463,Edinburgh,18/05/2020,3.7,27.3,5,13,86,1016,12.2,2568,524930,100.27,7.00,19.10
446,1546,Edinburgh,19/05/2020,4.6,22.4,4,11,85.1,1018.1,14.4,2575,524930,100.27,7.00,19.10
447,1629,Edinburgh,20/05/2020,4.6,26.6,7,17,69.4,1018.4,17.6,2584,524930,100.35,9.00,19.12
448,1712,Edinburgh,21/05/2020,6.9,33.9,7,17,61.5,1015.8,13.7,2611,524930,101.04,27.00,19.25
449,1795,Edinburgh,22/05/2020,2.3,29.3,14,30,66.9,999.6,13.3,2634,524930,100.88,23.00,19.22
450,1878,Edinburgh,23/05/2020,2.8,27.6,10,17,78.2,1002.9,10.5,2649,524930,100.57,15.00,19.16
451,1961,Edinburgh,24/05/2020,3.2,26.2,8,17,79.7,1022.6,12.6,2665,524930,100.60,16.00,19.17
452,2044,Edinburgh,25/05/2020,5.5,28.1,10,21,67.6,1030.2,14.4,2669,524930,100.15,4.00,19.08
453,2126,Edinburgh,26/05/2020,4.6,24,11,25,62,1033.9,13.6,2675,524930,100.22,6.00,19.09
454,2209,Edinburgh,27/05/2020,5.1,25.6,12,25,63.2,1036.5,12.7,2685,524930,100.37,10.00,19.12
455,2291,Edinburgh,28/05/2020,6.9,26,10,21,59.3,1032,18.3,2691,524930,100.22,6.00,19.09
456,2373,Edinburgh,29/05/2020,9.2,29.8,15,34,63.5,1026.6,19.5,2698,524930,100.26,7.00,19.10
457,2435,Edinburgh,30/05/2020,6,25.5,10,21,62.2,1024.5,16.9,2706,524930,100.30,8.00,19.11
458,847,Glasgow,11/03/2020,6.5,26.9,10,21,84.5,996,5,5,633120,0.00,0.00,0.00
459,928,Glasgow,12/03/2020,7.8,23.2,6,13,87,997.8,4.1,10,633120,200.00,5.00,31.59
460,1010,Glasgow,13/03/2020,16,22.4,15,26,76.5,1017.5,4.4,20,633120,200.00,10.00,31.59
461,1093,Glasgow,14/03/2020,7.4,24.3,8,21,85.6,1004.7,7.9,31,633120,155.00,11.00,24.48
462,1175,Glasgow,15/03/2020,4.6,28.1,8,17,81,998,7.1,39,633120,125.81,8.00,19.87
463,1257,Glasgow,16/03/2020,8.3,23.2,8,17,87,1015,7,44,633120,112.82,5.00,17.82
464,1339,Glasgow,17/03/2020,7.8,21.6,10,25,84,1016,7.5,49,633120,111.36,5.00,17.59
465,1422,Glasgow,18/03/2020,7.8,24.4,9,17,80,1021,4.8,57,633120,116.33,8.00,18.37
466,1505,Glasgow,19/03/2020,12.8,22.4,13,25,80,1029.5,4.5,71,633120,124.56,14.00,19.67
467,1588,Glasgow,20/03/2020,15.1,19.9,10,21,78,1036,3.6,91,633120,128.17,20.00,20.24
468,1671,Glasgow,21/03/2020,6.9,25.2,10,17,69,1032,4.4,110,633120,120.88,19.00,19.09
469,1754,Glasgow,22/03/2020,8.3,20.4,16,46,75,1029,3,130,633120,118.18,20.00,18.67
470,1837,Glasgow,23/03/2020,11.1,21.6,23,57,65,1023,8,152,633120,116.92,22.00,18.47
471,1920,Glasgow,24/03/2020,6.4,26.9,23,59,72.2,1017,9.8,183,633120,120.39,31.00,19.02
472,2003,Glasgow,25/03/2020,7.5,24.4,10,34,89,1022,9,221,633120,120.77,38.00,19.07
473,2086,Glasgow,26/03/2020,8.1,22.8,7,21,93,1027.7,7.7,258,633120,116.74,37.00,18.44
474,2168,Glasgow,27/03/2020,7.8,23.9,7,17,87,1032,7,299,633120,115.89,41.00,18.30
475,2250,Glasgow,28/03/2020,6.5,28,8,17,62,1041,4.5,376,633120,125.75,77.00,19.86
476,2332,Glasgow,29/03/2020,4.2,29.9,9,17,57.6,1048.5,5.3,401,633120,106.65,25.00,16.84
477,2395,Glasgow,30/03/2020,7.8,26.9,7,13,77.5,1040.5,6,449,633120,111.97,48.00,17.69
478,2458,Glasgow,31/03/2020,7.4,28.1,7,13,75,1036.4,7.2,547,633120,121.83,98.00,19.24
